	1\nnew_experiment\n	2\nnew_experiment\n	3\nnew_experiment\n	4\nnew_experiment\n	5\nnew_experiment\n	6\nnew_experiment\n	7\nnew_experiment\n	8\nnew_experiment\n	9\nnew_experiment\n	10\nnew_experiment\n	11\nnew_experiment\n	12\nnew_experiment\n	13\nnew_experiment\n	14\nnew_experiment\n	15\nnew_experiment\n	16\nnew_experiment\n	17\nnew_experiment\n	18\nnew_experiment\n	19\nnew_experiment\n	20\nnew_experiment\n	
1.70543	-0.083206	-0.0497594	-0.0734088	-0.0195636	-0.0636444	-0.064743	-0.0590187	-0.00616455	-0.0195007	-0.0274222	-0.0320202	0.0858463	0.0855173	0.00613403	0.0577861	-0.00541379	0.0581322	0.092475	0.312105	1.51567	
1.70567	-0.0815117	-0.0505447	-0.072861	-0.0165071	-0.0546417	-0.0652924	-0.0554953	-0.00541687	-0.0247498	-0.0293749	-0.024335	0.109262	0.118713	0.00232697	0.0530527	-0.00817712	0.0563393	0.0870885	0.316364	1.42873	
1.70591	-0.0761612	-0.0512927	-0.0700098	-0.0173695	-0.0485191	-0.063549	-0.0534599	-0.00686646	-0.0237885	-0.02847	-0.0246371	0.135028	0.14884	0.00178528	0.0486356	-0.0091632	0.0636215	0.0880463	0.320257	1.35086	
1.70616	-0.0708107	-0.0568148	-0.0671586	-0.0230892	-0.0472908	-0.0617943	-0.0514244	-0.00830078	-0.0228424	-0.0275651	-0.0249271	0.156178	0.174435	0.00125885	0.0442302	-0.00281097	0.0783615	0.0890154	0.315643	1.273	
1.7064	-0.0654601	-0.0641445	-0.0643073	-0.0260822	-0.0511894	-0.0589638	-0.0493889	-0.010025	-0.0219269	-0.0266602	-0.0252171	0.168543	0.195499	0.000717163	0.0398132	0.00821944	0.0890465	0.0937596	0.306936	1.19566	
1.70664	-0.0600969	-0.0714616	-0.0614437	-0.0290625	-0.0550766	-0.0585938	-0.0473534	-0.0117493	-0.0209808	-0.0257553	-0.0255071	0.173207	0.212032	0.000183105	0.0354078	0.0192613	0.0997429	0.10717	0.289722	1.11834	
1.70689	-0.0603007	-0.0776943	-0.0588913	-0.0323599	-0.0543747	-0.0629349	-0.0430325	-0.0111542	-0.0240479	-0.0304704	-0.0296639	0.17352	0.219219	-0.000358582	0.0332403	0.0309338	0.110897	0.125076	0.271963	1.0468	
1.70713	-0.0604918	-0.0791278	-0.0563389	-0.0356446	-0.0536575	-0.072197	-0.0387116	-0.0105591	-0.0270844	-0.0351855	-0.0338207	0.169218	0.217342	-0.00088501	0.0310845	0.0426178	0.122059	0.142993	0.262735	0.975262	
1.70737	-0.0619186	-0.0752885	-0.0537865	-0.0389293	-0.0529404	-0.0799179	-0.0343907	-0.00996399	-0.0301361	-0.0353284	-0.0379775	0.157781	0.207725	-0.0014267	0.0289169	0.0542902	0.13335	0.160899	0.262369	0.917781	
1.70762	-0.0608867	-0.0714367	-0.0512216	-0.042214	-0.052227	-0.0851822	-0.0300579	-0.00935364	-0.0331879	-0.0278509	-0.0421343	0.146344	0.193576	-0.00195312	0.0267611	0.0659742	0.144653	0.178817	0.262014	0.860312	
1.70786	-0.0569121	-0.0661639	-0.0482584	-0.0405906	-0.0524445	-0.084095	-0.0298436	-0.011322	-0.0404205	-0.0159202	-0.0477169	0.135583	0.173585	-0.00167847	0.0291278	0.0764428	0.159302	0.191663	0.260506	0.821852	
1.7081	-0.0504787	-0.060891	-0.0452826	-0.0389546	-0.0526466	-0.0780754	-0.0296175	-0.0132904	-0.0476532	-0.00856172	-0.0532996	0.124833	0.153595	-0.00140381	0.0315062	0.0869113	0.176197	0.195855	0.258997	0.783393	
1.70835	-0.0425294	-0.0583107	-0.0471004	-0.0373313	-0.0528526	-0.0746689	-0.0294032	-0.0104218	-0.0549011	-0.00910942	-0.0588822	0.114071	0.133322	-0.00112915	0.033873	0.0973799	0.194073	0.190491	0.24897	0.753367	
1.70859	-0.0394592	-0.0509312	-0.0489058	-0.0356953	-0.0530586	-0.0712624	-0.029177	-0.00288391	-0.0621185	-0.0172776	-0.0644528	0.103321	0.113048	-0.000846863	0.0362514	0.10786	0.20747	0.185127	0.238954	0.723353	
1.70883	-0.0375738	-0.0415697	-0.0522177	-0.036507	-0.0557289	-0.0650864	-0.0289628	0.00405884	-0.0621643	-0.0273508	-0.0636553	0.0896666	0.100138	0.00202942	0.0404927	0.110807	0.209499	0.175076	0.222804	0.693504	
1.70908	-0.0356756	-0.0322082	-0.0555171	-0.037306	-0.0583878	-0.0589142	-0.0287366	0.00636292	-0.0621948	-0.037424	-0.0628577	0.0760244	0.0872284	0.0049057	0.0447458	0.113753	0.20705	0.165024	0.206666	0.663665	
1.70932	-0.0340959	-0.0278329	-0.0535375	-0.038105	-0.0610466	-0.052742	-0.0285224	0.00332642	-0.0622406	-0.038829	-0.05278	0.0623822	0.0743186	0.0050354	0.0400006	0.107894	0.208099	0.154972	0.204714	0.633816	
1.70956	-0.0325035	-0.0282318	-0.0467767	-0.0389039	-0.0637054	-0.046566	-0.0282962	-0.00434875	-0.0622864	-0.0402221	-0.0426901	0.04874	0.0614204	0.00980377	0.0352555	0.102047	0.206913	0.144931	0.202773	0.603977	
1.70981	-0.0300066	-0.0325323	-0.0417715	-0.0321063	-0.0645905	-0.0441971	-0.027463	-0.0159149	-0.0609894	-0.0363405	-0.0388475	0.0439074	0.049785	0.0118561	0.0334043	0.0880694	0.203335	0.138756	0.196827	0.585856	
1.71005	-0.027497	-0.0368329	-0.0367539	-0.0252959	-0.0654564	-0.0418167	-0.0266178	-0.0274811	-0.0596924	-0.0324588	-0.0350049	0.0390868	0.0381496	0.0116043	0.0315648	0.0740922	0.199768	0.132581	0.190882	0.567736	
1.71029	-0.025	-0.0414326	-0.0314499	-0.0188026	-0.0663261	-0.036972	-0.0232134	-0.0346832	-0.0583954	-0.0285772	-0.0311623	0.0342542	0.0265142	0.0132294	0.0387118	0.060115	0.193405	0.126405	0.180678	0.55805	
1.71054	-0.0224904	-0.0460199	-0.0261334	-0.0122967	-0.0671959	-0.0370522	-0.0243681	-0.0418701	-0.0570679	-0.0246955	-0.0273076	0.0294336	0.0148787	0.0148544	0.0458705	0.0461493	0.191521	0.12023	0.170484	0.548374	
1.71078	-0.0177004	-0.0487248	-0.0306904	-0.0119923	-0.0656242	-0.0431709	-0.0301055	-0.044632	-0.0517731	-0.0225285	-0.025205	0.019202	0.00758597	0.0183563	0.0499244	0.0387766	0.188095	0.111891	0.168532	0.530957	
1.71102	-0.0128977	-0.0514298	-0.0352349	-0.0165452	-0.0640373	-0.0542145	-0.035831	-0.0473633	-0.046463	-0.0203614	-0.0231025	0.00898236	0.000293165	0.0264816	0.05399	0.0314039	0.18243	0.103552	0.166591	0.51355	
1.71127	-0.0117766	-0.0541348	-0.0397794	-0.0183588	-0.0624542	-0.0624886	-0.0352834	-0.0500946	-0.0411682	-0.0181944	-0.0209999	-0.00123724	-0.0067164	0.0317154	0.0535565	0.0240312	0.18082	0.0952133	0.164639	0.496132	
1.71151	-0.0130888	-0.0568273	-0.0443239	-0.0201723	-0.0608673	-0.0707626	-0.0301531	-0.0528412	-0.0358734	-0.0160154	-0.0188853	-0.0114568	-0.0137142	0.0369568	0.053123	0.0166699	0.17474	0.0868856	0.162698	0.478726	
1.71175	-0.0169998	-0.059096	-0.0453698	-0.0268305	-0.0640259	-0.0762062	-0.0261536	-0.0529175	-0.0352325	-0.0139555	-0.0174594	-0.0151084	-0.0215852	0.0401154	0.0545172	0.0207634	0.158379	0.0836289	0.161378	0.453412	
1.712	-0.0233567	-0.0613647	-0.0464032	-0.0334759	-0.067173	-0.0767174	-0.0221422	-0.053009	-0.0345764	-0.0118837	-0.0160215	-0.018748	-0.0249248	0.0386429	0.0559115	0.0248568	0.142033	0.0803722	0.160058	0.428109	
1.71224	-0.0318538	-0.0663259	-0.0474491	-0.0398297	-0.0703163	-0.0712852	-0.017857	-0.0531006	-0.0339508	-0.00982384	-0.0145835	-0.0223995	-0.0268483	0.038475	0.0573057	0.0377561	0.128059	0.0771155	0.158738	0.41124	
1.71248	-0.0427969	-0.066488	-0.0484825	-0.0461708	-0.0734596	-0.060936	-0.0135599	-0.0531769	-0.0333099	-0.00775205	-0.0131455	-0.0260391	-0.0197089	0.0406189	0.0587	0.050667	0.109615	0.0738589	0.157429	0.394372	
1.71273	-0.0532814	-0.0605794	-0.0560027	-0.047959	-0.0718117	-0.0499725	-0.0038467	-0.0486145	-0.0323792	-0.00569215	-0.0146197	-0.0258342	-0.00813249	0.0416031	0.0566262	0.0657678	0.0924263	0.0669961	0.15398	0.384707	
1.71297	-0.0613199	-0.0546708	-0.0635105	-0.0448646	-0.0701485	-0.0390091	0.00587833	-0.0440521	-0.0314331	-0.00362036	-0.0160819	-0.0256173	0.00344393	0.0425949	0.0545524	0.0808687	0.0774765	0.0601334	0.150541	0.375043	
1.71321	-0.0653328	-0.048463	-0.0707195	-0.0445095	-0.0684891	-0.0301971	0.00902081	-0.0394745	-0.0304871	-0.00154856	-0.017544	-0.0254003	0.0155868	0.045166	0.0524786	0.0871636	0.0611267	0.0532707	0.147092	0.365379	
1.71346	-0.0644538	-0.0422428	-0.0779284	-0.0441543	-0.0668259	-0.0263023	0.0076043	-0.0348969	-0.029541	0.000523239	-0.0190061	-0.0251834	0.0277414	0.0454407	0.0504165	0.09347	0.0447807	0.0464192	0.143653	0.355714	
1.7137	-0.0612307	-0.0386778	-0.0832075	-0.0472108	-0.0676308	-0.0268288	0.00674725	-0.0324707	-0.0253448	0.00139244	-0.0175319	-0.0226647	0.030019	0.0428238	0.0487176	0.0947656	0.0361557	0.0507352	0.147657	0.34068	
1.71394	-0.0555617	-0.0351127	-0.0836931	-0.0502545	-0.0684242	-0.0322609	0.00590211	-0.0300293	-0.0211487	0.00227356	-0.0160456	-0.0201339	0.0322965	0.042511	0.0470187	0.0960613	0.0297813	0.0550511	0.151661	0.325656	
1.71419	-0.0509628	-0.0315475	-0.078414	-0.0530065	-0.060524	-0.0399971	0.00447369	-0.0276031	-0.0153809	0.00314276	-0.0238396	-0.0176151	0.034574	0.0473938	0.054318	0.097357	0.0196342	0.0593671	0.155666	0.310633	
1.71443	-0.0463639	-0.02797	-0.0683414	-0.0557459	-0.0477142	-0.0477333	0.00305724	-0.0251617	-0.00479126	0.00402386	-0.0316336	-0.0150843	0.0368515	0.0569	0.0616174	0.0986641	0.013958	0.0636831	0.159681	0.295609	
1.71467	-0.0468098	-0.031585	-0.0555918	-0.057179	-0.0344048	-0.0554161	-0.00322777	-0.0183716	0.00376892	-0.000441208	-0.0346061	-0.0112158	0.0438493	0.0670319	0.0631991	0.0913372	0.0138283	0.0658354	0.165548	0.281113	
1.71491	-0.0472557	-0.0351999	-0.0428298	-0.0537294	-0.0210838	-0.0606422	-0.0140717	-0.0115662	0.00436401	-0.00489439	-0.0375666	-0.00733526	0.0508471	0.0771637	0.0647808	0.0840104	0.0137024	0.0679878	0.171427	0.266616	
1.71516	-0.0477015	-0.0388148	-0.0350481	-0.0533236	-0.0131836	-0.0588493	-0.0223565	-0.00216675	-0.00592041	-0.00934757	-0.0315369	-0.012421	0.0583169	0.0878754	0.0623321	0.0766836	0.00965881	0.0701401	0.177295	0.252559	
1.7154	-0.0481474	-0.0424173	-0.0320475	-0.0529177	-0.0101929	-0.0521393	-0.0306292	0.00260925	-0.0162048	-0.0138007	-0.0255071	-0.0175067	0.0657985	0.0985947	0.0598951	0.0693682	0.013073	0.0723037	0.183173	0.238502	
1.71564	-0.0472557	-0.0462317	-0.0350108	-0.0561771	-0.0126343	-0.0449028	-0.0358667	0.000793457	-0.0229034	-0.0104192	-0.0217249	-0.0232913	0.0777289	0.109177	0.0580556	0.0676139	0.0242577	0.0773747	0.195463	0.232143	
1.71589	-0.0463639	-0.0500337	-0.0379741	-0.0642937	-0.0199699	-0.0425835	-0.0411042	-0.00100708	-0.0248413	-0.00703762	-0.0225708	-0.0244362	0.0972118	0.124382	0.0637146	0.065871	0.0354576	0.0824457	0.207753	0.232813	
1.71613	-0.0454721	-0.0538356	-0.0412361	-0.0721059	-0.0297775	-0.0421104	-0.0463417	-0.00311279	-0.0246429	-0.00365607	-0.0274889	-0.0281842	0.12453	0.143333	0.0741539	0.0641282	0.0471115	0.0875167	0.215783	0.237964	
1.71637	-0.0445804	-0.0576376	-0.0444982	-0.0750482	-0.0395699	-0.0416222	-0.0515673	-0.00521851	-0.0244904	-0.000262618	-0.037035	-0.0319322	0.15638	0.166924	0.0846049	0.0623853	0.058773	0.0925876	0.223825	0.243114	
1.71662	-0.0461346	-0.0526763	-0.0458678	-0.0685169	-0.0433426	-0.0450439	-0.0545192	-0.0114899	-0.0236969	0.00311895	-0.0454331	-0.0354994	0.187664	0.192131	0.090264	0.058441	0.0749016	0.101265	0.228572	0.242379	
1.71686	-0.0476888	-0.0477027	-0.0472374	-0.0571029	-0.0471001	-0.0484505	-0.0574713	-0.017746	-0.0229492	0.0065124	-0.0538191	-0.0390546	0.211395	0.21273	0.095923	0.0544966	0.0910378	0.109942	0.233331	0.241643	
1.7171	-0.049243	-0.042729	-0.048607	-0.0470586	-0.0508575	-0.0546379	-0.0604233	-0.0237274	-0.0221405	0.00989397	-0.0625073	-0.0469483	0.225874	0.223022	0.0925838	0.0505523	0.107178	0.118619	0.246153	0.232473	
1.71735	-0.0507844	-0.0377553	-0.0499766	-0.0394493	-0.0546188	-0.0558929	-0.0633634	-0.0296936	-0.0213776	0.0132874	-0.0711834	-0.047129	0.226771	0.217918	0.0892563	0.046608	0.123318	0.127307	0.258986	0.223314	
1.71759	-0.0488735	-0.0382789	-0.0462164	-0.0355051	-0.0523033	-0.0535202	-0.060459	-0.0322876	-0.0165558	0.0132398	-0.0711713	-0.0385002	0.214014	0.200676	0.082496	0.0407717	0.12257	0.12778	0.269412	0.217921	
1.71783	-0.0469626	-0.0387899	-0.0424563	-0.0364182	-0.0499763	-0.0511513	-0.0575546	-0.0302124	-0.011734	0.0131922	-0.0711471	-0.0298594	0.196727	0.178825	0.0757356	0.0349469	0.121838	0.128254	0.27274	0.212529	
1.71808	-0.0450518	-0.039301	-0.0386962	-0.0347442	-0.0476608	-0.0484772	-0.0546502	-0.0233154	-0.00721741	0.0131445	-0.071135	-0.0207364	0.181138	0.158592	0.0734744	0.0291221	0.12109	0.128727	0.268259	0.207137	
1.71832	-0.0431409	-0.0398121	-0.0349361	-0.0330701	-0.0453339	-0.045784	-0.0517339	-0.0163879	-0.00270081	0.0131088	-0.0711109	-0.0116135	0.165549	0.138382	0.0712248	0.0232974	0.120358	0.1292	0.25953	0.201745	
1.71856	-0.0371534	-0.0443246	-0.0383476	-0.0317131	-0.0427132	-0.0431099	-0.0398781	-0.0110321	-0.00427246	0.0124897	-0.0710988	-0.00664833	0.14458	0.115936	0.0696197	0.0171057	0.11961	0.131837	0.247772	0.186688	
1.71881	-0.0311659	-0.0488245	-0.0417591	-0.0303434	-0.040081	-0.0404205	-0.0280224	-0.0103302	-0.0106354	0.0118824	-0.0710746	-0.00167109	0.12361	0.0935059	0.0680145	0.010914	0.118877	0.134474	0.236026	0.171632	
1.71905	-0.0254841	-0.0533245	-0.0451706	-0.0289738	-0.0374489	-0.0377426	-0.0253084	-0.0121307	-0.0143127	0.0112633	-0.0710626	0.00590925	0.10264	0.080307	0.0664094	0.0135282	0.117676	0.137111	0.224002	0.156575	
1.71929	-0.0197897	-0.0578246	-0.0485821	-0.0276041	-0.0348129	-0.0350533	-0.0225826	-0.0185852	-0.0179596	0.010656	-0.0710384	0.00886184	0.0816821	0.0671158	0.0648159	0.0161425	0.116478	0.139759	0.21199	0.141529	
1.71954	-0.0224777	-0.0607664	-0.0484451	-0.0306732	-0.0328331	-0.03759	-0.0310102	-0.0280914	-0.0216522	0.0147163	-0.067945	0.00641541	0.06725	0.0625916	0.0616174	0.0262441	0.107914	0.134091	0.195519	0.133018	
1.71978	-0.0300448	-0.0636957	-0.0483082	-0.0337296	-0.030838	-0.040123	-0.0394377	-0.0375977	-0.0253448	0.0187765	-0.0648395	0.00398102	0.0528178	0.0580826	0.0584188	0.0363458	0.0919037	0.128434	0.179047	0.124518	
1.72002	-0.034873	-0.0666251	-0.0508606	-0.036786	-0.0242538	-0.0426598	-0.0478653	-0.0440063	-0.0290375	0.013978	-0.0617461	-0.00134571	0.0383856	0.0535583	0.0552202	0.0376415	0.0800743	0.122766	0.162576	0.112053	
1.72027	-0.0396885	-0.0695544	-0.0486319	-0.0398424	-0.0176582	-0.0451851	-0.056281	-0.0426636	-0.0327301	0.00919145	-0.0586405	-0.00204469	0.0239534	0.0490417	0.0520334	0.0389486	0.0682602	0.117109	0.146116	0.106628	
1.72051	-0.0448225	-0.0724963	-0.0371399	-0.0429115	-0.0121994	-0.0403404	-0.0589949	-0.0345306	-0.0364227	0.00124957	-0.0578672	-0.00535883	0.0193394	0.0373917	0.0510843	0.0308879	0.0664062	0.113604	0.138873	0.107781	
1.72075	-0.0499437	-0.0754256	-0.0256478	-0.0459679	-0.0116348	-0.0354881	-0.0617089	-0.026413	-0.0401001	-0.00210819	-0.0570818	-0.00866091	0.0147254	0.0257568	0.0501353	0.0228387	0.0645638	0.110111	0.131641	0.108945	
1.721	-0.0550649	-0.078355	-0.0141558	-0.0487199	-0.0164948	-0.0306473	-0.055281	-0.0198364	-0.0434723	0.000809014	-0.0563084	-0.0116738	0.0101113	0.0141068	0.0491863	0.014778	0.0627251	0.106617	0.124398	0.110549	
1.72124	-0.0601861	-0.0812843	-0.00266382	-0.051472	-0.0213509	-0.0257912	-0.0488414	-0.0178986	-0.0468597	0.00373811	-0.0555229	-0.0146866	0.00550905	0.00247192	0.048249	0.00672884	0.0608826	0.103124	0.117166	0.112152	
1.72148	-0.0610906	-0.0812345	-0.000136316	-0.0515988	-0.027092	-0.0254593	-0.0489842	-0.0192108	-0.0455627	0.00932243	-0.0541696	-0.0165546	0.00131983	-0.00205231	0.0412543	0.00430949	0.0667686	0.0965092	0.110588	0.110977	
1.72173	-0.0619823	-0.0811721	-0.00238991	-0.046843	-0.0328178	-0.0251274	-0.049127	-0.0205383	-0.0394745	0.0103345	-0.0528041	-0.0184105	-0.0028694	-0.00656128	0.0342596	0.00189012	0.0726624	0.0899056	0.104011	0.109813	
1.72197	-0.0628868	-0.0812594	-0.00195412	-0.0431525	-0.038559	-0.0247917	-0.0492699	-0.0241852	-0.0360718	0.004774	-0.0514508	-0.0202664	-0.00705862	-0.0110931	0.0272649	0.00827675	0.0785484	0.0832908	0.0974335	0.108638	
1.72221	-0.0637785	-0.0813467	-0.00151835	-0.0418969	-0.0442886	-0.0244484	-0.0494008	-0.0324707	-0.0326538	-0.000774607	-0.0500853	-0.0221224	-0.0112479	-0.0156021	0.0202819	0.0146748	0.084446	0.0766873	0.0908671	0.107474	
1.72246	-0.064683	-0.0802497	-0.0013814	-0.0409077	-0.0415382	-0.0265732	-0.0489723	-0.0419312	-0.0289612	-0.000905588	-0.0448652	-0.0219657	-0.0131714	-0.00626373	0.0107565	0.0241802	0.0798874	0.0736786	0.0892588	0.10419	
1.7227	-0.0655748	-0.0815336	-0.00124444	-0.0350358	-0.0387764	-0.0286865	-0.0485438	-0.0513916	-0.025238	-0.00102465	-0.0396329	-0.021797	-0.0150949	0.0030899	0.00123108	0.0336971	0.0753441	0.070681	0.0876616	0.100917	
1.72294	-0.0664666	-0.0798757	-0.00110747	-0.02749	-0.0360146	-0.0308113	-0.0481153	-0.0529175	-0.0215454	-0.00115563	-0.0344128	-0.0190251	-0.0170184	0.0124207	0.000703841	0.0390747	0.0708008	0.0676835	0.0860533	0.0976447	
1.72319	-0.0673583	-0.0806112	-0.000970513	-0.019944	-0.0332527	-0.0329247	-0.0476748	-0.0497589	-0.0178528	-0.00127469	-0.0291806	-0.0208811	-0.0189301	0.0217743	0.000188321	0.0356578	0.0662537	0.064686	0.084456	0.0943721	
1.72343	-0.0705049	-0.0818453	0.00139512	-0.0170398	-0.0293922	-0.0344772	-0.0470797	-0.0428772	-0.0209503	-0.0031798	-0.0339415	-0.0264006	-0.0186587	0.0224838	0.00507405	0.0280672	0.0638428	0.0591756	0.0779784	0.0891336	
1.72367	-0.0736388	-0.0790904	0.00377321	-0.0189929	-0.0255203	-0.0360146	-0.0464845	-0.0359955	-0.0240631	-0.005073	-0.0387025	-0.0319081	-0.0183754	0.0231934	0.00995979	0.0160852	0.0614433	0.0536764	0.0715008	0.0838951	
1.72392	-0.0764669	-0.0788785	0.00882819	-0.0235838	-0.018898	-0.0375481	-0.0458893	-0.0334778	-0.026886	-0.00697809	-0.0434635	-0.040308	-0.018104	0.0244827	0.0193446	0.00601794	0.0590286	0.0481659	0.0650231	0.0786566	
1.72416	-0.0792951	-0.0786666	0.00911456	-0.0330448	-0.01717	-0.0390854	-0.0452822	-0.0309601	-0.0296936	-0.00887129	-0.0482244	-0.04408	-0.0178208	0.0257797	0.0287412	-0.00403784	0.0566292	0.0426667	0.0585566	0.0734291	
1.7244	-0.0848749	-0.0767095	0.0096873	-0.0450421	-0.0200615	-0.040638	-0.0363072	-0.0320282	-0.0342255	-0.0145866	-0.0553055	-0.0404405	-0.0213256	0.0305328	0.0344705	-0.00539085	0.0497437	0.0290427	0.0641469	0.0787335	
1.72464	-0.0855628	-0.0771458	0.0102725	-0.0570395	-0.0229378	-0.0421753	-0.0273201	-0.0330963	-0.0339355	-0.02029	-0.0623865	-0.0367889	-0.0248186	0.0445404	0.0402115	-0.00673239	0.0428696	0.0154299	0.0697483	0.0840379	
1.72489	-0.0838048	-0.0774325	0.0105464	-0.0690368	-0.0261192	-0.0437088	-0.018345	-0.0290222	-0.0315399	-0.0259934	-0.0694675	-0.0328481	-0.0283116	0.0625763	0.0459408	-0.00808538	0.0359917	0.0162413	0.0753385	0.0893422	
1.72513	-0.0820467	-0.0753259	0.0108328	-0.0810342	-0.0293045	-0.0452461	-0.00935799	-0.0202942	-0.0291595	-0.0316968	-0.0765364	-0.0289073	-0.0318046	0.0806274	0.0516819	-0.00942692	0.0291176	0.0170527	0.0809399	0.0946576	
1.72537	-0.0763268	-0.0688813	0.00941338	-0.090102	-0.0326004	-0.0516129	-0.0056203	-0.0132141	-0.0225525	-0.0328399	-0.0745789	-0.0295581	-0.0353566	0.0940475	0.064113	-0.000919074	0.0297813	0.0178077	0.0928747	0.102027	
1.72562	-0.0657022	-0.0600434	0.00800645	-0.0942871	-0.0358887	-0.0579681	-0.00188267	-0.00614929	-0.0158997	-0.033971	-0.0726213	-0.0301968	-0.0388967	0.107468	0.0765441	0.00760026	0.0304565	0.0185739	0.10481	0.109396	
1.72586	-0.0504915	-0.0514049	0.00658707	-0.0925877	-0.0391846	-0.0643196	0.00185496	-0.00392151	-0.0140839	-0.0351141	-0.0706638	-0.0308355	-0.0424487	0.12088	0.0979733	0.0161081	0.0311241	0.0152722	0.117011	0.116765	
1.7261	-0.0401726	-0.0451598	0.00518014	-0.0860183	-0.0424728	-0.0706711	0.00560451	-0.0063324	-0.0122681	-0.0362452	-0.0687062	-0.0314743	-0.0459889	0.134308	0.119414	0.0246274	0.0317993	0.0191937	0.129223	0.124145	
1.72635	-0.035459	-0.0430531	0.00615129	-0.0798548	-0.0457687	-0.0770378	0.000962257	-0.012146	-0.0128174	-0.0338638	-0.0647186	-0.0372348	-0.0427437	0.151962	0.135313	0.0265308	0.0279884	0.027882	0.146127	0.131162	
1.72659	-0.0356374	-0.0465309	0.0071349	-0.0736912	-0.049057	-0.0833893	-0.00366819	-0.0179596	-0.013382	-0.0314706	-0.060731	-0.0429834	-0.0394868	0.169632	0.151224	0.0284456	0.024189	0.0365815	0.167301	0.13818	
1.72683	-0.0415229	-0.0516542	0.00810605	-0.0673755	-0.0523415	-0.0894356	-0.0083105	-0.0240631	-0.0118561	-0.0265054	-0.0541333	-0.0510458	-0.0362298	0.186707	0.158125	0.030349	0.0203896	0.0454614	0.189795	0.153632	
1.72708	-0.0474085	-0.0567774	0.00908966	-0.0610597	-0.0556259	-0.0954819	-0.0129409	-0.0301514	-0.00552368	-0.0261125	-0.0521637	-0.0544804	-0.0329728	0.203796	0.165038	0.0322639	0.0165901	0.0543412	0.205202	0.169095	
1.72732	-0.0525807	-0.0616265	0.0102102	-0.0561644	-0.0556259	-0.0982361	-0.0172737	-0.0308228	0.00576782	-0.0318873	-0.0565259	-0.0549263	-0.0340349	0.213135	0.160808	0.0317823	0.0162659	0.0589389	0.213476	0.184019	
1.72756	-0.0577401	-0.0640697	0.0113432	-0.0536914	-0.0556145	-0.0960579	-0.0215946	-0.0314789	0.0170898	-0.0376621	-0.060876	-0.0507324	-0.0350851	0.213226	0.15659	0.0313007	0.0159492	0.0592093	0.217491	0.198955	
1.72781	-0.0580077	-0.0614893	0.012165	-0.0562912	-0.0556145	-0.0966492	-0.0259155	-0.032135	0.0214844	-0.0480092	-0.0655282	-0.0462493	-0.0361472	0.205719	0.147873	0.0308191	0.015625	0.0592093	0.2192	0.205446	
1.72805	-0.0582752	-0.0565032	0.0129992	-0.0613261	-0.055603	-0.0972366	-0.0302364	-0.0327911	0.0211334	-0.0507359	-0.0701684	-0.0463939	-0.0371974	0.193604	0.139156	0.0303376	0.0153084	0.0635366	0.220919	0.211947	
1.72829	-0.0577274	-0.0500337	0.0141198	-0.0699119	-0.0602036	-0.0885124	-0.0307483	-0.0311279	0.0198364	-0.0414604	-0.0749173	-0.0533958	-0.0410917	0.175217	0.128659	0.0349928	0.0155449	0.0711092	0.222627	0.213693	
1.72854	-0.0571796	-0.0475406	0.0104717	-0.0736278	-0.0647926	-0.0797806	-0.0312601	-0.0294647	0.0137787	-0.032185	-0.079654	-0.0603856	-0.0449741	0.156837	0.118161	0.039648	0.015789	0.0743547	0.224346	0.21545	
1.72878	-0.0563261	-0.0487996	0.00950053	-0.0716113	-0.0611992	-0.0710449	-0.031772	-0.0277863	0.0101013	-0.0290058	-0.0777206	-0.0702678	-0.0397936	0.138161	0.107663	0.0443033	0.0160332	0.0702077	0.217536	0.208762	
1.72902	-0.0554725	-0.0476528	0.00854184	-0.0647249	-0.0576096	-0.0623093	-0.0322838	-0.026123	0.00643921	-0.030387	-0.0711471	-0.0755222	-0.0346131	0.119499	0.0971649	0.0489585	0.0162773	0.05886	0.210737	0.202085	
1.72927	-0.0485678	-0.0455212	0.0028892	-0.0556191	-0.0521889	-0.0593758	-0.0337122	-0.0296021	0.00137329	-0.031923	-0.0630873	-0.0740881	-0.0257154	0.0996704	0.0865147	0.0493484	0.00774765	0.0491238	0.20366	0.181032	
1.72951	-0.0367585	-0.0433772	-0.00275098	-0.0465006	-0.0467529	-0.0564308	-0.0351287	-0.0330658	-0.00372314	-0.033459	-0.0550154	-0.0726419	-0.0168059	0.079834	0.0758762	0.0497382	-0.000770569	0.0437147	0.196583	0.15999	
1.72975	-0.0280065	-0.041096	-0.0084036	-0.0424549	-0.0416412	-0.0507164	-0.0365452	-0.0365295	-0.0087738	-0.0352808	-0.0533358	-0.0709065	-0.00790828	0.0600052	0.0652377	0.0501281	-0.000350952	0.0493942	0.183828	0.139201	
1.73	-0.0192546	-0.0388024	-0.0140438	-0.0432793	-0.0365143	-0.0499229	-0.0379617	-0.0399933	-0.013855	-0.0371025	-0.0562842	-0.0691711	0.00100121	0.040184	0.0545992	0.0505179	8.01086e-05	0.0550737	0.166824	0.118423	
1.73024	-0.0147831	-0.045596	-0.0196964	-0.0433934	-0.0305824	-0.0537529	-0.042235	-0.0411377	-0.0155334	-0.0369239	-0.0593414	-0.0651339	0.000647187	0.0342178	0.0522091	0.0428356	0.00143051	0.0575979	0.152294	0.094998	
